Time,Amplitude
4.702,-0.000175156017759463
4.7021,-0.000185692332372849
4.7022,-0.000195362625734912
4.7023,-0.000192787798021315
4.7024,-0.000197321403921182
4.7025,-0.000204595413371393
4.7026,-0.00019476594982785
4.7027,-0.000184003762729235
4.7028,-0.000166233662637161
4.7029,-0.000166690634573357
4.703,-0.000126331669884876
4.7031,-9.58097318363792e-05
4.7032,-0.000111333890282884
4.7033,-8.50404667365464e-05
4.7034,-9.48014796049056e-05
4.7035,-7.64884618349221e-05
4.7036,-7.39311817942201e-05
4.7037,-7.56080027833777e-05
4.7038,-5.18604889130169e-05
4.7039,-7.56857036392173e-05
4.704,-4.57864625903326e-05
4.7041,-5.36873093841247e-05
4.7042,-7.25488046748252e-05
4.7043,-6.79969442186185e-05
4.7044,-5.17753289251807e-05
4.7045,-7.53098160973751e-05
4.7046,-4.6336008274283e-05
4.7047,-6.16251510770094e-05
4.7048,-5.44195895853831e-05
4.7049,-5.5030713571319e-05
4.705,-8.00635855394185e-05
4.7051,-6.02494788026063e-05
4.7052,-3.53724979405817e-05
4.7053,-4.21814168771933e-05
4.7054,-3.67869777412588e-05
4.7055,-2.56748798462147e-05
4.7056,-2.35562052243923e-05
4.7057,1.76757281821135e-06
4.7058,1.12482800753034e-05
4.7059,1.83407302505335e-05
4.706,3.99912705073491e-05
4.7061,6.17718392443297e-05
4.7062,8.47970733451839e-05
4.7063,0.000107940268443854
4.7064,0.000140573160405068
4.7065,0.000163553534820498
4.7066,0.000188421103229686
4.7067,0.000220263456947996
4.7068,0.000227902468843109
4.7069,0.000282584668493736
4.707,0.000307823401964243
4.7071,0.000304072536392258
4.7072,0.000351057284478017
4.7073,0.000362407243302984
4.7074,0.000391515568260979
4.7075,0.000388673921852131
4.7076,0.00041811647137232
4.7077,0.000416776453053661
4.7078,0.000444381467150124
4.7079,0.000444791894362029
4.708,0.000465361514341038
4.7081,0.000449807075377093
4.7082,0.000452665588165771
4.7083,0.00046225412942148
4.7084,0.00043892423442575
4.7085,0.000433301468088417
4.7086,0.000388106015816557
4.7087,0.000409661118902998
4.7088,0.000385980033726816
4.7089,0.000383719979270612
4.709,0.000374499266515182
4.7091,0.000353741773395796
4.7092,0.000351200597203959
4.7093,0.000348149525774088
4.7094,0.000337612236289852
4.7095,0.000331300405168229
4.7096,0.00032049821831401
4.7097,0.000311171443750133
4.7098,0.000311934571018029
4.7099,0.000277412992597324
4.71,0.000270658461598758
4.7101,0.000260170655294525
4.7102,0.000249032415211806
4.7103,0.000223582303093154
4.7104,0.000246062935885826
4.7105,0.000217975210870108
4.7106,0.000239477062749822
4.7107,0.00021915837291072
4.7108,0.000203219228451094
4.7109,0.000211801047025933
4.711,0.000208291014676308
4.7111,0.000213642215049791
4.7112,0.000209933784798554
4.7113,0.000203865976469016
4.7114,0.000208084259514121
4.7115,0.000195337193374005
4.7116,0.000177273499055469
4.7117,0.000181768301836893
4.7118,0.000172640749111342
4.7119,0.000154640745991726
4.712,0.000146434930738618
4.7121,0.000143198207201608
4.7122,0.000124486050200568
4.7123,0.000110351681650335
4.7124,9.37798043375934e-05
4.7125,5.28876695547125e-05
4.7126,4.21909323199983e-05
4.7127,4.48345661089371e-05
4.7128,5.80559984582763e-06
4.7129,-1.35753880747354e-05
4.713,-3.53334198774804e-05
4.7131,-6.33380618649879e-05
4.7132,-7.51150639046315e-05
4.7133,-0.000105672579885533
4.7134,-0.000109415773030778
4.7135,-0.000146592167359546
4.7136,-0.000117022644618718
4.7137,-0.000162855592762503
4.7138,-0.000166555343496962
4.7139,-0.000186326749432172
4.714,-0.000200133006884945
4.7141,-0.000206080377798598
4.7142,-0.000208773776348437
4.7143,-0.000221981071827738
4.7144,-0.000225539215645669
4.7145,-0.000233256379922502
4.7146,-0.000266835018526321
4.7147,-0.000282521179827903
4.7148,-0.000314697599423556
4.7149,-0.000316004295298798
4.715,-0.000322085128813133
4.7151,-0.000337596780011872
4.7152,-0.000323794966027841
4.7153,-0.000334896177112301
4.7154,-0.000339472683692233
4.7155,-0.000321249189119044
4.7156,-0.000336860886501855
4.7157,-0.000326055762755365
4.7158,-0.000335695516673451
4.7159,-0.000317574714392956
4.716,-0.00033047883726844
4.7161,-0.000309347590801527
4.7162,-0.000323090857495236
4.7163,-0.000320305856745806
4.7164,-0.000329283383558019
4.7165,-0.000322748397959985
4.7166,-0.000315103402103312
4.7167,-0.000309711565269559
4.7168,-0.0003062912499037
4.7169,-0.000305251827952614
4.717,-0.000293359165286817
4.7171,-0.000273682753783635
4.7172,-0.000276914429681095
4.7173,-0.000253643287057783
4.7174,-0.000248210477745931
4.7175,-0.000239637140783811
4.7176,-0.000232729722176138
4.7177,-0.000223622867143073
4.7178,-0.000227263434064092
4.7179,-0.000197605314365731
4.718,-0.000182323443367375
4.7181,-0.000136097351687277
4.7182,-0.000136633991895851
4.7183,-9.49048195801129e-05
4.7184,-8.43534576058375e-05
4.7185,-4.97435269237975e-05
4.7186,-2.75434968152262e-05
4.7187,-2.22816115211684e-05
4.7188,6.37660619457086e-06
4.7189,2.83116087156024e-05
4.719,5.95938808724826e-05
4.7191,6.38785178818393e-05
4.7192,8.78993084819691e-05
4.7193,0.000110959585255047
4.7194,0.000145884528286304
4.7195,0.000135273202842586
4.7196,0.000163207315350798
4.7197,0.000182290988145369
4.7198,0.000168185406556746
4.7199,0.000219723733968133
4.72,0.000214786855971547
4.7201,0.000220643669308436
4.7202,0.000243882664499849
4.7203,0.000226884338900302
4.7204,0.000250422888958091
4.7205,0.000267944613209053
4.7206,0.000273771097976766
4.7207,0.000266301856484187
4.7208,0.00028764989976395
4.7209,0.000281748626463307
4.721,0.00028344984960546
4.7211,0.000274127265833261
4.7212,0.000282612688693371
4.7213,0.000276464211566817
4.7214,0.000261162528117098
4.7215,0.000256130703292896
4.7216,0.000237409255101147
4.7217,0.000229836258406554
4.7218,0.000211029203816841
4.7219,0.000205236159154928
4.722,0.000195881893512617
4.7221,0.000188378132183086
4.7222,0.00015576249213131
4.7223,0.000151821266870017
4.7224,0.000133445170111283
4.7225,0.000102183457127879
4.7226,0.00011335163604369
4.7227,8.38025853525112e-05
4.7228,8.05885349912062e-05
4.7229,7.76666291377402e-05
4.723,7.97888059240977e-05
4.7231,8.9913011433135e-05
4.7232,8.37430892276871e-05
4.7233,8.77215715178062e-05
4.7234,7.9979738393885e-05
4.7235,8.09633146290465e-05
4.7236,7.52057762722162e-05
4.7237,7.80795883482039e-05
4.7238,0.000116086519299287
4.7239,7.05628926443725e-05
4.724,8.0369168360952e-05
4.7241,7.09545023500082e-05
4.7242,6.22605850115885e-05
